ID операции,Дата,Артикул,ID производственной базы,"Количество, кг",Тип операции
1136,30.8.2021,57,П5,45,Выдано покупателю
1137,30.8.2021,61,П8,32,Выдано покупателю
1138,30.8.2021,62,П14,30,Поступило с производства
1139,30.8.2021,62,П5,34,Поступило с производства
1140,30.8.2021,63,П14,44,Выдано покупателю
1141,30.8.2021,64,П3,45,Поступило с производства
1142,30.8.2021,64,П4,35,Выдано покупателю
1143,1.9.2021,4,П10,38,Поступило с производства
1144,1.9.2021,11,П1,45,Поступило с производства
1145,1.9.2021,14,П14,49,Выдано покупателю
1146,1.9.2021,14,П5,27,Поступило с производства
1147,1.9.2021,15,П3,42,Поступило с производства
1148,1.9.2021,17,П1,34,Выдано покупателю
1149,1.9.2021,18,П3,27,Поступило с производства
1150,1.9.2021,18,П5,7,Выдано покупателю
1151,1.9.2021,19,П7,48,Поступило с производства
1152,1.9.2021,22,П4,27,Поступило с производства
1153,1.9.2021,26,П1,45,Поступило с производства
1154,1.9.2021,26,П14,32,Поступило с производства
1155,1.9.2021,27,П2,24,Выдано покупателю
1156,1.9.2021,27,П8,21,Поступило с производства
1157,1.9.2021,28,П1,31,Поступило с производства
1158,1.9.2021,29,П2,20,Выдано покупателю
1159,1.9.2021,33,П9,19,Поступило с производства
1160,1.9.2021,34,П13,10,Поступило с производства
1161,1.9.2021,39,П1,35,Поступило с производства
1162,1.9.2021,39,П11,13,Поступило с производства
1163,1.9.2021,39,П13,41,Поступило с производства
1164,1.9.2021,39,П15,12,Выдано покупателю
1165,1.9.2021,39,П15,39,Выдано покупателю
1166,1.9.2021,41,П2,26,Поступило с производства
1167,1.9.2021,46,П7,7,Поступило с производства
1168,1.9.2021,47,П7,47,Выдано покупателю
1169,1.9.2021,48,П4,29,Поступило с производства
1170,1.9.2021,48,П6,34,Выдано покупателю
1171,1.9.2021,49,П5,35,Поступило с производства
1172,1.9.2021,50,П12,34,Выдано покупателю
1173,1.9.2021,53,П11,20,Поступило с производства
1174,1.9.2021,53,П12,33,Выдано покупателю
1175,1.9.2021,57,П2,6,Поступило с производства
1176,1.9.2021,59,П1,13,Выдано покупателю
1177,1.9.2021,61,П16,12,Поступило с производства
1178,1.9.2021,63,П7,43,Выдано покупателю
1179,2.9.2021,2,П6,28,Поступило с производства
1180,2.9.2021,3,П7,29,Поступило с производства
1181,2.9.2021,5,П13,39,Выдано покупателю
1182,2.9.2021,5,П16,33,Выдано покупателю
1183,2.9.2021,5,П8,32,Поступило с производства
1184,2.9.2021,5,П8,5,Выдано покупателю
1185,2.9.2021,6,П13,21,Выдано покупателю
1186,2.9.2021,7,П1,50,Поступило с производства
1187,2.9.2021,13,П14,37,Выдано покупателю
1188,2.9.2021,14,П8,39,Поступило с производства
1189,2.9.2021,15,П10,30,Выдано покупателю
1190,2.9.2021,15,П7,46,Поступило с производства
1191,2.9.2021,15,П9,31,Выдано покупателю
1192,2.9.2021,16,П2,30,Выдано покупателю
1193,2.9.2021,16,П3,49,Поступило с производства
1194,2.9.2021,18,П6,36,Поступило с производства
1195,2.9.2021,20,П1,19,Поступило с производства
1196,2.9.2021,20,П14,35,Выдано покупателю
1197,2.9.2021,20,П9,17,Поступило с производства
1198,2.9.2021,21,П13,36,Поступило с производства
1199,2.9.2021,26,П13,48,Поступило с производства
1200,2.9.2021,26,П8,36,Поступило с производства
1201,2.9.2021,36,П11,40,Поступило с производства
1202,2.9.2021,39,П9,50,Поступило с производства
1203,2.9.2021,40,П5,37,Поступило с производства
1204,2.9.2021,41,П7,45,Выдано покупателю
1205,2.9.2021,42,П10,20,Выдано покупателю
1206,2.9.2021,43,П5,42,Выдано покупателю
1207,2.9.2021,44,П16,50,Выдано покупателю
1208,2.9.2021,44,П8,31,Поступило с производства
1209,2.9.2021,45,П14,30,Поступило с производства
1210,2.9.2021,45,П5,9,Выдано покупателю
1211,2.9.2021,47,П6,17,Поступило с производства
1212,2.9.2021,47,П8,29,Выдано покупателю
1213,2.9.2021,49,П3,24,Поступило с производства
1214,2.9.2021,53,П11,15,Выдано покупателю
1215,2.9.2021,53,П15,48,Поступило с производства
1216,2.9.2021,56,П13,17,Поступило с производства
1217,2.9.2021,56,П3,17,Выдано покупателю
1218,2.9.2021,56,П5,9,Поступило с производства
1219,2.9.2021,60,П15,22,Поступило с производства
1220,2.9.2021,61,П1,11,Поступило с производства
1221,2.9.2021,64,П12,6,Поступило с производства
1222,2.9.2021,64,П7,27,Поступило с производства
1223,3.9.2021,1,П4,20,Выдано покупателю
1224,3.9.2021,4,П10,20,Выдано покупателю
1225,3.9.2021,4,П4,48,Выдано покупателю
1226,3.9.2021,5,П12,50,Выдано покупателю
1227,3.9.2021,5,П4,23,Выдано покупателю
1228,3.9.2021,8,П16,42,Поступило с производства
1229,3.9.2021,10,П9,43,Поступило с производства
1230,3.9.2021,12,П3,28,Поступило с производства
1231,3.9.2021,13,П1,21,Поступило с производства
1232,3.9.2021,16,П8,44,Поступило с производства
1978,23.9.2021,18,П1,29,Поступило с производства
1234,3.9.2021,22,П11,50,Поступило с производства
1235,3.9.2021,22,П11,46,Выдано покупателю
1236,3.9.2021,22,П3,43,Поступило с производства
1237,3.9.2021,23,П4,10,Поступило с производства
1238,3.9.2021,25,П7,28,Поступило с производства
1239,3.9.2021,26,П9,19,Поступило с производства
1240,3.9.2021,27,П9,12,Поступило с производства
1241,3.9.2021,30,П12,42,Поступило с производства
1242,3.9.2021,32,П3,30,Выдано покупателю
1243,3.9.2021,34,П5,41,Выдано покупателю
1244,3.9.2021,37,П13,26,Поступило с производства
1245,3.9.2021,38,П5,38,Выдано покупателю
1246,3.9.2021,41,П1,20,Поступило с производства
1247,3.9.2021,42,П14,22,Поступило с производства
1248,3.9.2021,42,П2,43,Поступило с производства
1249,3.9.2021,43,П14,44,Поступило с производства
1250,3.9.2021,46,П7,33,Выдано покупателю
1251,3.9.2021,51,П9,43,Поступило с производства
1252,3.9.2021,55,П10,30,Поступило с производства
1253,3.9.2021,59,П15,43,Выдано покупателю
1254,3.9.2021,59,П6,19,Поступило с производства
1255,3.9.2021,63,П10,19,Поступило с производства
1256,3.9.2021,63,П5,19,Поступило с производства
1257,4.9.2021,3,П7,8,Поступило с производства
1258,4.9.2021,4,П11,20,Выдано покупателю
1259,4.9.2021,9,П8,27,Поступило с производства
1260,4.9.2021,11,П16,37,Поступило с производства
1261,4.9.2021,16,П1,10,Выдано покупателю
1262,4.9.2021,17,П2,9,Поступило с производства
1263,4.9.2021,18,П13,10,Выдано покупателю
1264,4.9.2021,20,П1,39,Поступило с производства
1265,4.9.2021,23,П10,42,Поступило с производства
1266,4.9.2021,25,П2,42,Поступило с производства
1267,4.9.2021,27,П6,17,Выдано покупателю
1268,4.9.2021,27,П8,31,Поступило с производства
1269,4.9.2021,29,П8,19,Поступило с производства
1270,4.9.2021,34,П11,33,Поступило с производства
1271,4.9.2021,34,П13,23,Выдано покупателю
1272,4.9.2021,34,П7,48,Поступило с производства
1273,4.9.2021,35,П3,9,Поступило с производства
1274,4.9.2021,37,П7,35,Выдано покупателю
1275,4.9.2021,38,П7,42,Поступило с производства
1276,4.9.2021,39,П7,32,Поступило с производства
1277,4.9.2021,40,П2,38,Выдано покупателю
1278,4.9.2021,43,П13,28,Выдано покупателю
1279,4.9.2021,43,П6,33,Поступило с производства
1280,4.9.2021,49,П3,45,Поступило с производства
1281,4.9.2021,50,П4,47,Поступило с производства
1282,4.9.2021,51,П14,45,Поступило с производства
1283,4.9.2021,52,П10,5,Выдано покупателю
1284,4.9.2021,54,П11,10,Поступило с производства
1285,4.9.2021,55,П5,21,Поступило с производства
1286,4.9.2021,55,П6,40,Поступило с производства
1287,4.9.2021,57,П14,46,Поступило с производства
1288,4.9.2021,59,П14,45,Поступило с производства
1289,4.9.2021,60,П3,40,Поступило с производства
1290,4.9.2021,60,П9,12,Выдано покупателю
1291,4.9.2021,60,П9,39,Выдано покупателю
1292,4.9.2021,61,П14,41,Поступило с производства
1293,4.9.2021,63,П14,7,Поступило с производства
1294,4.9.2021,64,П10,22,Поступило с производства
1295,5.9.2021,1,П4,24,Выдано покупателю
1296,5.9.2021,2,П4,46,Поступило с производства
1297,5.9.2021,3,П7,37,Поступило с производства
1298,5.9.2021,6,П15,15,Поступило с производства
1299,5.9.2021,9,П3,33,Выдано покупателю
1300,5.9.2021,9,П4,28,Выдано покупателю
1301,5.9.2021,13,П7,21,Поступило с производства
1302,5.9.2021,15,П12,47,Поступило с производства
1303,5.9.2021,16,П12,34,Поступило с производства
1304,5.9.2021,17,П12,23,Выдано покупателю
1305,5.9.2021,18,П13,36,Поступило с производства
1306,5.9.2021,20,П8,18,Поступило с производства
1307,5.9.2021,22,П6,24,Поступило с производства
1308,5.9.2021,26,П15,50,Поступило с производства
1309,5.9.2021,26,П15,19,Выдано покупателю
1310,5.9.2021,28,П4,26,Поступило с производства
1311,5.9.2021,28,П5,34,Выдано покупателю
1312,5.9.2021,28,П6,41,Поступило с производства
1313,5.9.2021,30,П3,49,Выдано покупателю
1314,5.9.2021,31,П8,26,Выдано покупателю
1315,5.9.2021,32,П5,13,Поступило с производства
1316,5.9.2021,37,П1,23,Выдано покупателю
1317,5.9.2021,37,П13,8,Поступило с производства
1318,5.9.2021,37,П7,20,Поступило с производства
1319,5.9.2021,39,П3,37,Поступило с производства
1320,5.9.2021,43,П13,14,Выдано покупателю
1321,5.9.2021,44,П4,9,Поступило с производства
1322,5.9.2021,45,П10,27,Поступило с производства
1323,5.9.2021,46,П15,11,Поступило с производства
1324,5.9.2021,46,П2,30,Поступило с производства
1325,5.9.2021,47,П12,5,Поступило с производства
1326,5.9.2021,48,П14,24,Поступило с производства
1327,5.9.2021,49,П12,6,Поступило с производства
1328,5.9.2021,49,П3,11,Поступило с производства
1329,5.9.2021,51,П15,11,Выдано покупателю
1330,5.9.2021,53,П12,41,Поступило с производства
1331,5.9.2021,56,П2,20,Выдано покупателю
1332,5.9.2021,57,П2,37,Поступило с производства
1333,5.9.2021,58,П1,24,Выдано покупателю
1334,5.9.2021,59,П8,28,Поступило с производства
1335,5.9.2021,60,П11,20,Выдано покупателю
1336,5.9.2021,63,П5,32,Выдано покупателю
1337,6.9.2021,1,П10,29,Выдано покупателю
1338,6.9.2021,2,П10,27,Поступило с производства
1339,6.9.2021,3,П3,38,Поступило с производства
1340,6.9.2021,5,П5,44,Поступило с производства
1341,6.9.2021,5,П5,39,Выдано покупателю
1342,6.9.2021,5,П6,46,Выдано покупателю
1343,6.9.2021,5,П8,33,Поступило с производства
1344,6.9.2021,6,П16,27,Поступило с производства
1345,6.9.2021,8,П14,19,Поступило с производства
1346,6.9.2021,10,П3,21,Поступило с производства
1347,6.9.2021,12,П5,36,Поступило с производства
1348,6.9.2021,13,П7,40,Выдано покупателю
1349,6.9.2021,16,П1,11,Выдано покупателю
1350,6.9.2021,23,П15,18,Поступило с производства
1351,6.9.2021,23,П8,47,Поступило с производства
1352,6.9.2021,26,П10,9,Поступило с производства
1353,6.9.2021,26,П12,21,Выдано покупателю
1354,6.9.2021,29,П11,25,Поступило с производства
1355,6.9.2021,30,П2,34,Поступило с производства
1356,6.9.2021,31,П9,31,Поступило с производства
1357,6.9.2021,32,П10,15,Поступило с производства
1358,6.9.2021,39,П12,47,Поступило с производства
1359,6.9.2021,40,П4,16,Поступило с производства
1360,6.9.2021,41,П12,18,Поступило с производства
1361,6.9.2021,50,П13,39,Поступило с производства
1362,6.9.2021,50,П3,40,Поступило с производства
1363,6.9.2021,54,П7,34,Выдано покупателю
1364,6.9.2021,59,П12,7,Поступило с производства
1365,6.9.2021,59,П5,15,Поступило с производства
1366,6.9.2021,60,П13,39,Поступило с производства
1367,6.9.2021,62,П14,11,Выдано покупателю
1368,6.9.2021,63,П3,14,Выдано покупателю
1369,6.9.2021,64,П4,8,Поступило с производства
1370,6.9.2021,64,П9,10,Выдано покупателю
1371,7.9.2021,2,П13,16,Поступило с производства
1372,7.9.2021,2,П14,8,Поступило с производства
1373,7.9.2021,3,П5,7,Выдано покупателю
1374,7.9.2021,4,П1,41,Поступило с производства
1375,7.9.2021,5,П3,40,Выдано покупателю
1376,7.9.2021,7,П1,39,Поступило с производства
1377,7.9.2021,7,П7,26,Поступило с производства
1378,7.9.2021,10,П14,26,Выдано покупателю
1379,7.9.2021,13,П10,6,Выдано покупателю
1380,7.9.2021,16,П1,36,Поступило с производства
1381,7.9.2021,16,П2,7,Выдано покупателю
1382,7.9.2021,16,П8,8,Поступило с производства
1383,7.9.2021,17,П2,11,Поступило с производства
1384,7.9.2021,19,П5,24,Поступило с производства
1385,7.9.2021,22,П6,13,Поступило с производства
1386,7.9.2021,23,П3,26,Выдано покупателю
1387,7.9.2021,24,П5,35,Поступило с производства
1388,7.9.2021,26,П10,36,Выдано покупателю
1389,7.9.2021,27,П5,35,Выдано покупателю
1390,7.9.2021,27,П7,47,Поступило с производства
1391,7.9.2021,29,П7,38,Поступило с производства
1392,7.9.2021,30,П15,20,Выдано покупателю
1393,7.9.2021,32,П12,47,Поступило с производства
1394,7.9.2021,32,П9,31,Поступило с производства
1395,7.9.2021,34,П12,16,Поступило с производства
1396,7.9.2021,35,П9,5,Выдано покупателю
1397,7.9.2021,39,П14,39,Выдано покупателю
1398,7.9.2021,41,П16,49,Выдано покупателю
1399,7.9.2021,42,П14,14,Выдано покупателю
1400,7.9.2021,46,П11,39,Поступило с производства
1401,7.9.2021,46,П4,28,Выдано покупателю
1402,7.9.2021,47,П6,50,Выдано покупателю
1403,7.9.2021,49,П15,43,Выдано покупателю
1404,7.9.2021,51,П5,34,Выдано покупателю
1405,7.9.2021,53,П6,24,Выдано покупателю
1406,7.9.2021,56,П3,45,Выдано покупателю
1407,7.9.2021,62,П8,13,Поступило с производства
1408,7.9.2021,63,П2,11,Выдано покупателю
1409,8.9.2021,3,П12,44,Поступило с производства
1410,8.9.2021,3,П12,10,Поступило с производства
1411,8.9.2021,3,П14,5,Выдано покупателю
1412,8.9.2021,3,П9,23,Поступило с производства
1413,8.9.2021,4,П1,28,Выдано покупателю
1414,8.9.2021,4,П16,45,Выдано покупателю
1415,8.9.2021,5,П3,17,Поступило с производства
1416,8.9.2021,6,П2,31,Выдано покупателю
1417,8.9.2021,8,П13,48,Выдано покупателю
1418,8.9.2021,8,П4,50,Выдано покупателю
1419,8.9.2021,10,П7,27,Поступило с производства
1420,8.9.2021,13,П10,26,Выдано покупателю
1421,8.9.2021,13,П5,16,Поступило с производства
1422,8.9.2021,14,П15,6,Выдано покупателю
1423,8.9.2021,17,П14,35,Поступило с производства
1424,8.9.2021,17,П5,26,Выдано покупателю
1425,8.9.2021,18,П2,10,Поступило с производства
1426,8.9.2021,18,П6,25,Поступило с производства
1427,8.9.2021,19,П12,16,Выдано покупателю
1428,8.9.2021,19,П15,40,Поступило с производства
1429,8.9.2021,20,П4,30,Выдано покупателю
1430,8.9.2021,20,П8,25,Поступило с производства
1431,8.9.2021,21,П7,44,Выдано покупателю
1432,8.9.2021,22,П1,36,Поступило с производства
1433,8.9.2021,22,П4,27,Выдано покупателю
1434,8.9.2021,24,П12,26,Поступило с производства
1435,8.9.2021,25,П1,16,Поступило с производства
1436,8.9.2021,26,П9,40,Поступило с производства
1437,8.9.2021,29,П7,7,Поступило с производства
1438,8.9.2021,30,П1,25,Поступило с производства
1439,8.9.2021,33,П1,35,Поступило с производства
1440,8.9.2021,37,П7,35,Поступило с производства
1441,8.9.2021,39,П1,22,Выдано покупателю
1442,8.9.2021,39,П14,24,Поступило с производства
1443,8.9.2021,47,П12,41,Поступило с производства
1444,8.9.2021,48,П12,40,Выдано покупателю
1445,8.9.2021,50,П15,27,Поступило с производства
1446,8.9.2021,50,П9,50,Поступило с производства
1447,8.9.2021,51,П14,42,Поступило с производства
1448,8.9.2021,52,П1,18,Выдано покупателю
1449,8.9.2021,52,П2,6,Поступило с производства
1450,8.9.2021,52,П3,14,Поступило с производства
1451,8.9.2021,52,П4,29,Выдано покупателю
1452,8.9.2021,54,П4,46,Выдано покупателю
1453,8.9.2021,61,П4,13,Поступило с производства
1454,8.9.2021,62,П9,11,Поступило с производства
1455,8.9.2021,63,П11,35,Выдано покупателю
1456,8.9.2021,64,П16,29,Выдано покупателю
1457,9.9.2021,2,П16,44,Поступило с производства
1458,9.9.2021,2,П8,31,Поступило с производства
1459,9.9.2021,6,П15,24,Выдано покупателю
1460,9.9.2021,6,П6,7,Поступило с производства
1461,9.9.2021,8,П7,37,Выдано покупателю
1462,9.9.2021,9,П6,29,Поступило с производства
1463,9.9.2021,9,П8,29,Поступило с производства
1464,9.9.2021,10,П15,18,Выдано покупателю
1465,9.9.2021,12,П14,5,Выдано покупателю
1466,9.9.2021,13,П12,21,Поступило с производства
1467,9.9.2021,17,П9,41,Выдано покупателю
1468,9.9.2021,18,П10,46,Поступило с производства
1469,9.9.2021,22,П3,19,Поступило с производства
1470,9.9.2021,25,П10,14,Поступило с производства
1471,9.9.2021,25,П10,39,Поступило с производства
1472,9.9.2021,26,П13,33,Поступило с производства
1473,9.9.2021,27,П4,14,Выдано покупателю
1474,9.9.2021,30,П10,5,Поступило с производства
1475,9.9.2021,32,П12,34,Выдано покупателю
1476,9.9.2021,35,П11,49,Поступило с производства
1477,9.9.2021,36,П13,47,Выдано покупателю
1478,9.9.2021,37,П12,29,Выдано покупателю
1479,9.9.2021,37,П8,13,Поступило с производства
1480,9.9.2021,40,П12,30,Поступило с производства
1481,9.9.2021,40,П12,32,Выдано покупателю
1482,9.9.2021,42,П2,20,Поступило с производства
1483,9.9.2021,43,П14,18,Поступило с производства
1484,9.9.2021,43,П15,38,Поступило с производства
1485,9.9.2021,44,П8,18,Выдано покупателю
1486,9.9.2021,46,П14,46,Поступило с производства
1487,9.9.2021,46,П6,37,Поступило с производства
1488,9.9.2021,47,П9,10,Поступило с производства
1489,9.9.2021,48,П5,48,Поступило с производства
1490,9.9.2021,51,П9,22,Поступило с производства
1491,9.9.2021,55,П10,24,Поступило с производства
1492,9.9.2021,56,П10,25,Выдано покупателю
1493,9.9.2021,56,П7,47,Поступило с производства
1494,9.9.2021,57,П3,25,Выдано покупателю
1495,9.9.2021,57,П5,28,Поступило с производства
1496,9.9.2021,57,П7,35,Выдано покупателю
1497,9.9.2021,58,П6,27,Поступило с производства
1498,9.9.2021,58,П9,30,Поступило с производства
1499,9.9.2021,58,П9,14,Выдано покупателю
1500,9.9.2021,59,П10,17,Выдано покупателю
1501,9.9.2021,59,П14,10,Поступило с производства
1502,9.9.2021,61,П8,19,Выдано покупателю
1503,9.9.2021,62,П12,21,Поступило с производства
1504,9.9.2021,63,П4,21,Поступило с производства
1505,9.9.2021,63,П7,30,Выдано покупателю
1506,9.9.2021,64,П16,47,Поступило с производства
1507,9.9.2021,64,П2,27,Поступило с производства
1508,9.9.2021,64,П2,10,Выдано покупателю
1509,10.9.2021,4,П11,43,Выдано покупателю
1510,10.9.2021,4,П5,15,Выдано покупателю
1511,10.9.2021,10,П8,6,Выдано покупателю
1512,10.9.2021,15,П12,40,Выдано покупателю
1513,10.9.2021,18,П2,44,Выдано покупателю
1514,10.9.2021,19,П7,17,Поступило с производства
1515,10.9.2021,20,П7,49,Выдано покупателю
1516,10.9.2021,26,П2,7,Поступило с производства
1517,10.9.2021,29,П15,40,Выдано покупателю
1518,10.9.2021,30,П4,20,Поступило с производства
1519,10.9.2021,36,П7,12,Выдано покупателю
1520,10.9.2021,37,П14,21,Выдано покупателю
1521,10.9.2021,39,П10,31,Выдано покупателю
1522,10.9.2021,43,П10,12,Поступило с производства
1523,10.9.2021,43,П11,32,Поступило с производства
1524,10.9.2021,44,П15,14,Выдано покупателю
1525,10.9.2021,44,П3,21,Поступило с производства
1526,10.9.2021,48,П6,25,Поступило с производства
1527,10.9.2021,49,П2,17,Выдано покупателю
1528,10.9.2021,49,П5,12,Поступило с производства
1529,10.9.2021,51,П2,31,Поступило с производства
1530,10.9.2021,52,П1,23,Выдано покупателю
1531,10.9.2021,52,П5,47,Выдано покупателю
1532,10.9.2021,53,П11,25,Выдано покупателю
1533,10.9.2021,54,П3,45,Выдано покупателю
1534,10.9.2021,56,П11,7,Выдано покупателю
1535,10.9.2021,56,П12,5,Выдано покупателю
1536,10.9.2021,57,П15,37,Поступило с производства
1537,10.9.2021,57,П15,31,Выдано покупателю
1538,10.9.2021,57,П6,20,Выдано покупателю
1539,10.9.2021,57,П8,42,Поступило с производства
1540,10.9.2021,60,П4,48,Поступило с производства
1541,10.9.2021,60,П5,34,Поступило с производства
1542,10.9.2021,61,П12,21,Поступило с производства
1543,10.9.2021,61,П7,26,Выдано покупателю
1544,11.9.2021,3,П1,49,Выдано покупателю
1545,11.9.2021,3,П14,43,Выдано покупателю
1546,11.9.2021,4,П10,21,Поступило с производства
1547,11.9.2021,4,П7,6,Поступило с производства
1548,11.9.2021,6,П1,38,Поступило с производства
1549,11.9.2021,7,П11,20,Выдано покупателю
1550,11.9.2021,14,П7,38,Выдано покупателю
1551,11.9.2021,14,П8,13,Выдано покупателю
1552,11.9.2021,15,П8,13,Выдано покупателю
1553,11.9.2021,17,П4,38,Поступило с производства
1554,11.9.2021,18,П5,44,Поступило с производства
1555,11.9.2021,19,П8,48,Выдано покупателю
1556,11.9.2021,21,П13,34,Поступило с производства
1557,11.9.2021,24,П5,5,Поступило с производства
1558,11.9.2021,26,П1,37,Поступило с производства
1559,11.9.2021,27,П2,29,Выдано покупателю
1560,11.9.2021,32,П16,15,Выдано покупателю
1561,11.9.2021,34,П14,28,Выдано покупателю
1562,11.9.2021,36,П16,24,Выдано покупателю
1563,11.9.2021,36,П2,41,Выдано покупателю
1564,11.9.2021,37,П14,5,Поступило с производства
1565,11.9.2021,41,П9,49,Поступило с производства
1566,11.9.2021,42,П6,10,Поступило с производства
1567,11.9.2021,48,П16,21,Выдано покупателю
1568,11.9.2021,49,П1,15,Поступило с производства
1569,11.9.2021,50,П11,35,Поступило с производства
1570,11.9.2021,50,П15,22,Выдано покупателю
1571,11.9.2021,50,П3,5,Выдано покупателю
1572,11.9.2021,51,П10,8,Выдано покупателю
1573,11.9.2021,53,П12,15,Поступило с производства
1574,11.9.2021,54,П14,35,Поступило с производства
1575,11.9.2021,59,П3,24,Выдано покупателю
1576,11.9.2021,59,П9,26,Поступило с производства
1577,11.9.2021,60,П13,46,Выдано покупателю
1578,11.9.2021,62,П3,27,Поступило с производства
1579,11.9.2021,62,П5,40,Выдано покупателю
1580,11.9.2021,63,П16,36,Поступило с производства
1581,12.9.2021,1,П6,45,Выдано покупателю
1582,12.9.2021,2,П1,15,Поступило с производства
1583,12.9.2021,4,П10,9,Поступило с производства
1584,12.9.2021,4,П11,26,Выдано покупателю
1585,12.9.2021,4,П14,13,Поступило с производства
1586,12.9.2021,4,П2,33,Поступило с производства
1587,12.9.2021,4,П7,17,Поступило с производства
1588,12.9.2021,6,П1,23,Выдано покупателю
1589,12.9.2021,6,П13,21,Поступило с производства
1590,12.9.2021,8,П6,15,Выдано покупателю
1591,12.9.2021,8,П7,31,Поступило с производства
1592,12.9.2021,9,П14,47,Выдано покупателю
1593,12.9.2021,13,П5,20,Поступило с производства
1594,12.9.2021,14,П14,42,Поступило с производства
1595,12.9.2021,14,П7,14,Выдано покупателю
679,19.8.2021,18,П1,12,Выдано покупателю
1597,12.9.2021,19,П14,12,Выдано покупателю
1598,12.9.2021,21,П14,35,Поступило с производства
1599,12.9.2021,21,П9,49,Выдано покупателю
1600,12.9.2021,23,П2,29,Выдано покупателю
1601,12.9.2021,27,П12,36,Поступило с производства
1602,12.9.2021,27,П8,33,Выдано покупателю
1603,12.9.2021,28,П2,31,Выдано покупателю
1604,12.9.2021,31,П3,6,Поступило с производства
1605,12.9.2021,33,П7,22,Выдано покупателю
1606,12.9.2021,34,П5,13,Поступило с производства
1607,12.9.2021,34,П7,17,Поступило с производства
1608,12.9.2021,35,П15,22,Выдано покупателю
1609,12.9.2021,35,П2,10,Выдано покупателю
1610,12.9.2021,35,П4,20,Выдано покупателю
1611,12.9.2021,37,П16,27,Выдано покупателю
1612,12.9.2021,38,П10,10,Поступило с производства
1613,12.9.2021,40,П5,22,Поступило с производства
1614,12.9.2021,40,П6,18,Поступило с производства
1615,12.9.2021,40,П8,9,Выдано покупателю
1616,12.9.2021,45,П13,12,Поступило с производства
1617,12.9.2021,47,П11,40,Выдано покупателю
1618,12.9.2021,48,П12,48,Выдано покупателю
1619,12.9.2021,51,П13,42,Поступило с производства
1620,12.9.2021,61,П12,37,Поступило с производства
1621,13.9.2021,1,П14,35,Выдано покупателю
1622,13.9.2021,5,П4,8,Поступило с производства
1623,13.9.2021,5,П7,24,Поступило с производства
1624,13.9.2021,7,П13,40,Выдано покупателю
1625,13.9.2021,7,П6,17,Поступило с производства
1626,13.9.2021,8,П8,13,Поступило с производства
1627,13.9.2021,12,П8,14,Выдано покупателю
1628,13.9.2021,18,П4,34,Выдано покупателю
1629,13.9.2021,21,П8,13,Выдано покупателю
1630,13.9.2021,22,П1,26,Выдано покупателю
1631,13.9.2021,25,П6,11,Поступило с производства
1632,13.9.2021,28,П11,20,Поступило с производства
1633,13.9.2021,35,П1,36,Выдано покупателю
1634,13.9.2021,38,П4,45,Поступило с производства
1635,13.9.2021,39,П6,48,Поступило с производства
1636,13.9.2021,47,П11,13,Поступило с производства
1637,13.9.2021,47,П3,32,Выдано покупателю
1638,13.9.2021,48,П15,48,Поступило с производства
1639,13.9.2021,55,П9,10,Поступило с производства
1640,13.9.2021,56,П15,43,Выдано покупателю
1641,13.9.2021,58,П6,37,Выдано покупателю
1642,13.9.2021,62,П12,11,Выдано покупателю
1643,13.9.2021,62,П4,31,Поступило с производства
1644,14.9.2021,3,П13,40,Выдано покупателю
1645,14.9.2021,12,П11,22,Поступило с производства
1646,14.9.2021,13,П9,7,Выдано покупателю
1647,14.9.2021,19,П16,14,Поступило с производства
1648,14.9.2021,20,П9,9,Выдано покупателю
1649,14.9.2021,21,П6,19,Поступило с производства
1650,14.9.2021,22,П12,39,Выдано покупателю
1651,14.9.2021,24,П16,14,Поступило с производства
1652,14.9.2021,26,П11,48,Поступило с производства
1653,14.9.2021,26,П16,28,Выдано покупателю
1654,14.9.2021,28,П8,15,Поступило с производства
1655,14.9.2021,29,П8,8,Поступило с производства
1656,14.9.2021,29,П9,41,Поступило с производства
1657,14.9.2021,33,П9,10,Поступило с производства
1658,14.9.2021,34,П8,5,Поступило с производства
1659,14.9.2021,35,П9,16,Поступило с производства
1660,14.9.2021,36,П2,47,Поступило с производства
1661,14.9.2021,36,П2,13,Выдано покупателю
1662,14.9.2021,36,П7,30,Поступило с производства
1663,14.9.2021,37,П12,8,Поступило с производства
1664,14.9.2021,41,П2,30,Поступило с производства
1665,14.9.2021,45,П15,25,Поступило с производства
1666,14.9.2021,46,П1,14,Выдано покупателю
1667,14.9.2021,46,П13,49,Поступило с производства
1668,14.9.2021,47,П3,35,Поступило с производства
1669,14.9.2021,48,П1,13,Выдано покупателю
1670,14.9.2021,49,П3,34,Поступило с производства
1671,14.9.2021,49,П7,28,Поступило с производства
1672,14.9.2021,52,П12,48,Поступило с производства
1673,14.9.2021,52,П2,47,Поступило с производства
1674,14.9.2021,53,П15,33,Выдано покупателю
1675,14.9.2021,58,П7,15,Поступило с производства
1676,15.9.2021,2,П15,34,Поступило с производства
1677,15.9.2021,10,П10,28,Выдано покупателю
1678,15.9.2021,11,П13,35,Выдано покупателю
1679,15.9.2021,12,П14,43,Выдано покупателю
1680,15.9.2021,13,П14,26,Выдано покупателю
1681,15.9.2021,13,П7,46,Выдано покупателю
1682,15.9.2021,14,П1,37,Выдано покупателю
1683,15.9.2021,14,П10,6,Поступило с производства
1684,15.9.2021,16,П11,9,Поступило с производства
